,reproCost,radiusCost,energyQuantity,maxMutate,growthRate,rescDensity,basalEnergyCost,0.025,0.25,0.5,0.75,0.975
4,0.2,0.1,1.0,0.25,0.5,0.5,0.05,0.40694840000000004,0.7209190000000001,0.8894770000000001,1.0616305,1.4255917
5,0.25,0.1,1.0,0.25,0.5,0.5,0.05,0.36828865,0.6555407500000001,0.820938,1.01806925,1.460819799999999
6,0.30000000000000004,0.1,1.0,0.25,0.5,0.5,0.05,0.3772545,0.677367,0.8289479999999999,0.97534,1.3732685
7,0.35000000000000003,0.1,1.0,0.25,0.5,0.5,0.05,0.35865605,0.6670707499999999,0.854442,1.0303799999999999,1.3768129499999997
8,0.4,0.1,1.0,0.25,0.5,0.5,0.05,0.3544278,0.66459,0.819564,1.011615,1.3999852
9,0.45,0.1,1.0,0.25,0.5,0.5,0.05,0.351504125,0.66439775,0.8358389999999999,0.997047,1.4333370749999996
10,0.5,0.1,1.0,0.25,0.5,0.5,0.05,0.34217410000000004,0.6541635,0.825976,1.00433,1.3875910500000002
11,0.55,0.1,1.0,0.25,0.5,0.5,0.05,0.34223125000000004,0.655993,0.8278780000000001,1.019227,1.438548525
12,0.6000000000000001,0.1,1.0,0.25,0.5,0.5,0.05,0.33959997500000005,0.65284025,0.8304145,1.00676125,1.4315092749999985
13,0.65,0.1,1.0,0.25,0.5,0.5,0.05,0.32917909999999995,0.6358325,0.803656,0.9882525,1.39322985
14,0.7000000000000001,0.1,1.0,0.25,0.5,0.5,0.05,0.33776995,0.647804,0.8261350000000001,1.0147540000000002,1.4394952
15,0.75,0.1,1.0,0.25,0.5,0.5,0.05,0.334685,0.6519125,0.8303879999999999,1.01525,1.44628275
0,0.0,0.1,1.0,0.25,0.5,0.75,0.05,0.3967759,0.6618115,0.817403,0.989663,1.3922196999999992
1,0.05,0.1,1.0,0.25,0.5,0.75,0.05,0.4599165,0.731087,0.887511,1.058044,1.4952954
2,0.1,0.1,1.0,0.25,0.5,0.75,0.05,0.38183995,0.71219675,0.8809899999999999,1.05669475,1.4729839749999998
3,0.15000000000000002,0.1,1.0,0.25,0.5,0.75,0.05,0.421665,0.6796075,0.809225,0.936398,1.2610046499999998
4,0.2,0.1,1.0,0.25,0.5,0.75,0.05,0.41185935,0.73679375,0.9022915000000001,1.0630674999999998,1.392509475
5,0.25,0.1,1.0,0.25,0.5,0.75,0.05,0.356102675,0.65009275,0.812612,1.0005482499999998,1.3895519749999985
6,0.30000000000000004,0.1,1.0,0.25,0.5,0.75,0.05,0.360078,0.6738609999999999,0.8264389999999999,0.967976,1.3102254999999998
7,0.35000000000000003,0.1,1.0,0.25,0.5,0.75,0.05,0.33412600000000003,0.664716,0.863717,1.039315,1.3253721999999994
8,0.4,0.1,1.0,0.25,0.5,0.75,0.05,0.3261946,0.655354,0.8132159999999999,1.008033,1.3628548
9,0.45,0.1,1.0,0.25,0.5,0.75,0.05,0.3213322,0.633008,0.8096399999999999,0.963512,1.3130085
10,0.5,0.1,1.0,0.25,0.5,0.75,0.05,0.303490325,0.6198425,0.7911675,0.970474,1.3011855999999995
11,0.55,0.1,1.0,0.25,0.5,0.75,0.05,0.29559412500000004,0.5998017500000001,0.774122,0.9478995,1.28966355
12,0.6000000000000001,0.1,1.0,0.25,0.5,0.75,0.05,0.297004,0.6069100000000001,0.7792979999999999,0.9486875,1.3116250499999995
13,0.65,0.1,1.0,0.25,0.5,0.75,0.05,0.293546925,0.597549,0.7687284999999999,0.946254,1.3137655499999996
14,0.7000000000000001,0.1,1.0,0.25,0.5,0.75,0.05,0.29070095,0.5968715,0.770563,0.94829125,1.3237552249999998
15,0.75,0.1,1.0,0.25,0.5,0.75,0.05,0.2960967,0.606578,0.783255,0.963399,1.3448193000000002
